excluded,RavensProgressiveMatrix_sum,Inherence_Bias,Should_Score,Good_Score,Ought_Score,Belief_in_Just_World,instructionsâ onthefollowingscreensyouwillbeaskedtofilloutseve,startnextsurvey,pleasereadthestatementsonthefollowingpages.thinkcarefullyaboutho,ih01stop,ih02beds,ih03diamon,ih04dollar,ih05chipmu,ih06oj,ih07pink,ih08white,ih09black,ih10mint,ih117days,ih12weeken,ih13limbs,ih14eyes,ih15sounds,ihc1,ihc2,beginnexttaskâ thefollowingisapatternmatchingtask.inthissectio,rmpprac1,practicequestion1answerâ â hereisthecorrectanswertotheprevio,rpmprac2,practicequestion2answerâ â hereisthecorrectanswertotheprevio,begintestquestionsyouwillnowbeaskedtocomplete12questionswithoutr,rpm1,timingfirstclick,timinglastclick,timingpagesubmit,timingclickcount,rpm2,timingfirstclick_A,timinglastclick_A,timingpagesubmit_A,timingclickcount_A,rpm3,timingfirstclick_B,timinglastclick_B,timingpagesubmit_B,timingclickcount_B,rpm4,timingfirstclick_C,timinglastclick_C,timingpagesubmit_C,timingclickcount_C,rpm5,timingfirstclick_D,timinglastclick_D,timingpagesubmit_D,timingclickcount_D,rpm6,timingfirstclick_E,timinglastclick_E,timingpagesubmit_E,timingclickcount_E,rpm7,timingfirstclick_F,timinglastclick_F,timingpagesubmit_F,timingclickcount_F,rpm8,timingfirstclick_G,timinglastclick_G,timingpagesubmit_G,timingclickcount_G,rpm9,timingfirstclick_H,timinglastclick_H,timingpagesubmit_H,timingclickcount_H,rpm10,timingfirstclick_I,timinglastclick_I,timingpagesubmit_I,timingclickcount_I,rpm11,timingfirstclick_J,timinglastclick_J,timingpagesubmit_J,timingclickcount_J,rpm12,timingfirstclick_K,timinglastclick_K,timingpagesubmit_K,timingclickcount_K,beginnextsurvey,instructionspleaserateeachofthestatementsonthefollowingpagesusin,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,bjw19,bjw20,belowisapassagefromanewspaperarticleorpressrelease.afterreadingt,timingfirstclick_L,timinglastclick_L,timingpagesubmit_L,timingclickcount_L,shouldpizza,doyouthinktheamountofpizzasoldwillgrowinthenext5years,whatdoyouthinkaccountsforthecurrentpricesofpizza,howfarbackdoyouthinkdatahasbeencollectedonpizzaconsumptionintheu,whatareyourpizzaconsumptionhabits,â belowisapassagefromanewspaperarticleorpressrelease.afterread,timingfirstclick_M,timinglastclick_M,timingpagesubmit_M,timingclickcount_M,goodfootball,doyouthinkthenumberofviewerswhowatchthegameslivewillstayataround,whatdoyouthinkaccountsforwhyonly6offootballviewerswatchthegamesl,howfarbackdoyouthinkdatahasbeencollectedonfootballviewershipinth,whatareyourfootballviewinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_A,timingfirstclick_N,timinglastclick_N,timingpagesubmit_N,timingclickcount_N,goodwork,doyouthinkthepercentageofpeoplewhoridetheirbikestoworkwillcontin,whatdoyouthinkaccountsforwhysofewamericansridetheirbikestowork,howfarbackdoyouthinkdatahasbeencollectedondrivingratesintheunite,whatareyourdrivinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_B,timingfirstclick_O,timinglastclick_O,timingpagesubmit_O,timingclickcount_O,shouldtv,doyouthinktheaveragenumberofshowsandmoviesthatamericanswatchperw,whatdoyouthinkaccountsforthegrowingnumberofavailabledevicestowat,howfarbackdoyouthinkdatahasbeencollectedontvviewingintheunitedst,whatareyourtvviewinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_C,timingfirstclick_P,timinglastclick_P,timingpagesubmit_P,timingclickcount_P,shouldemail,doyouthinktheoverallpopulationofinternetuserswillcontinuetogrowi,whatdoyouthinkaccountsfortherecentriseinthepopulationofinternetu,howfarbackdoyouthinkdatahasbeencollectedonemailandinternetsearch,whatareyouremailandinternetsearchhabits,belowisapassagefromanewspaperarticleorpressrelease.afterreadin_A,timingfirstclick_Q,timinglastclick_Q,timingpagesubmit_Q,timingclickcount_Q,goodcoffee,doyouthinkthesinglecupbrewingformatisgoingtogrowinthefuture,whatdoyouthinkaccountsforthesuccessofthesinglecupbrew,howfarbackdoyouthinkdatahasbeencollectedoncoffeeconsumptioninthe,whatareyourcoffeedrinkinghabits,pleaseanswerthefollowingdemographicquestions.aswithallanswersint,gender,educ,income,relig,ethnic,age,conserv,english,thankyouforparticipating.pleaseanswerthefollowingfewquestionstoh,@1.didyoufindanyaspectoftheprocedureoddorconfusing,@2.whatdidyouthinkwewerestudying,@3.doyouthinkthattheremayhavebeenmoretothisstudythanmeetstheeyei,@4.doyouhaveanyadditionalthoughtsorcommentsaboutthestudy,attention,filter_$
0,2,4.8,6.666666667,7,6.833333333,4.25,1,1,1,7,6,7,4,3,3,2,8,7,7,3,2,3,7,3,3,7,1,7,1,3,1,1,7,4.274,4.274,5.597,1,7,5.149,5.149,6.219,1,8,6.271,6.271,7.559,1,8,9.051,9.051,10.542,1,2,5.851,5.851,7.232,1,8,4.669,4.669,5.963,1,8,4.462,4.462,5.953,1,3,3.659,3.659,4.844,1,7,3.962,3.962,5.197,1,7,7.103,7.103,8.387,1,2,4.067,4.067,5.459,1,4,3.22,3.22,4.551,1,1,1,7,5,2,3,7,7,3,5,4,7,4,3,7,7,7,7,7,3,7,7,1,24.923,79.793,80.786,6,7,1,I'm not sure.,1,I eat pizza about once a month.,1,7.311,553.273,554.428,5,7,1,Because so many more people can watch on TV than in the stadium.,1,I do not watch football.,1,253.49,454.073,455.377,5,7,1,Hard to drive a bike on most roads.,1,I drive to work daily.,1,52.27,70.819,85.465,5,5,1,The growing availability of smart phones and tablets.,2,I do not watch live TV/,1,45.32,61.364,103.424,5,8,1,Easier access to the internet.,1,I email and use internet search a lot.,1,35.337,60.011,86.336,5,7,2,It's easy and convenient.,1,I drink coffee daily but do not drink single-cup brews.,1,2,4,28500,pagan,white,33,1,1,1,no,not sure,not sure,no,1,1
0,2,6.933333333,7.333333333,4,5.666666667,4,1,1,1,8,9,7,7,2,6,6,7,6,5,8,8,9,9,7,3,7,1,8,1,3,1,1,7,35.033,35.033,38.366,1,1,42.081,42.081,44.352,1,1,54.245,57.152,60.005,2, ,0,0,60.018,0,8,20.631,20.631,22.043,1,3,40.578,40.578,42.75,1,5,33.517,38.964,40.241,2,7,39.933,39.933,41.883,1,7,36.166,36.166,37.514,1,4,34.214,34.214,36.516,1,5,24.408,24.408,25.764,1,1,53.406,58.015,60.017,2,1,1,4,3,5,6,6,4,6,6,3,4,3,4,7,2,6,6,6,2,6,9,1,16.106,87.437,97.4,7,5,2,Inflation. People are not eating as much pizza and this is reflected in the cost. Prices must be inbcreased in order for the company to profit.,3,maybe one to two times per year,1,30.962,94.146,95.686,6,5,2,"Price of tickets, availability in getting to games, weather, work schedules, large families could be costly to take an entire family",3,I avoid it at all cost.,1,34.142,101.079,191.259,7,3,2,"Probably for multiple reasons. First, most people are not use to riding a bike anywhere. It is more convenient in most situations to drive. Weather could also be a contributing factor. Additionally, if someone is shopping it isn;t always practical to ride a bike.",4,"I walk to places within a few miles from my house,otherwise I will drive. I try to combine activities if I am driving to save driving time and gas.",1,10.058,154.06,155.603,9,8,2,"public demand for new and novel technological gadgets, and the desire to develop a newer, more advanced device to sell for profit",4,"I usually watch 30 minutes to two hours per day, depending on the day, my schedule and mood. I predominetely watch tv series but occassionally watch movies or documentaries. I do not have cableand usually watch netflix",1,65.325,239.126,243.683,10,9,1,"devices are flooding the market which makes them more affordable to people, therefore more people have access. Most companies advertise online and social media draws people to interact ona daily basis.",1,"check e-mail 2-3 times per day. Morning, afternoon and evening. I usually onluy search for something onlinewhen I need to fine an answer to wome question, or to look up local businesses information or for online purchases.",1,16.612,107.506,108.653,6,4,1,busy lives require fast and convenient coffee. It is difficult to measure one to two cups per pot of coffee. It is also novel right nowto have a special 1-2 cup coffee brewer,4,I drink coffee about 1-2 times per month.,1,2,5,50000,none,white,34,2,1,1,no,to see if people actually took the time to read the article when they knew they didin't have to in order to answer the questions,looking at the amount of time people spent reading the article,no,1,1
0,4,5,7.333333333,6.666666667,7,5.45,1,1,1,7,7,7,4,3,4,6,6,6,6,5,5,2,1,6,3,7,1,8,1,3,1,1,7,9.5,9.5,30.563,1,1,26.933,26.933,41.804,1,7,26.939,26.939,44.018,1,8,41.69,41.69,60.014,1,2,43.699,43.699,60.006,1,6,42.659,42.659,59.989,1,5,40.641,40.641,60.015,1,5,35.537,35.537,60.013,1,7,43.317,49.445,60.009,2,3,33.596,33.596,60.006,1,7,21.961,21.961,60.009,1,2,34.799,48.087,60.013,2,1,1,4,1,6,6,4,9,7,4,5,4,5,7,8,7,6,4,4,3,9,8,1,104.329,152.585,182.466,5,6,1,Demand,2,I eat pizza about once a month.,1,44.201,138.721,167.107,5,7,1,Maybe they live far from the stadium and the prices of the tickets are too expensive.,1,I don't watch football.,1,64.829,164.541,172.591,6,6,1,"Their workplace is too far, weather conditions ( snow, rain, heat).",2,I drive almost everyday.,1,50.198,122.549,142.176,6,8,1,New technology.,2,I watch about 10-15 hours of tv each week.,1,47.233,100.633,140.373,6,8,1,"More access to the internet, smart phones.",1,I use email and the internet everyday.,1,33.62,198.908,206.142,20,7,1,"Convenience, variety.",3,I don't drink coffee.,1,2,4,47000,Christian,Black,31,1,1,1,no,I'm not sure.,I'm not sure.,no,1,1
0,9,6.933333333,8,8,8,5.85,1,1,1,6,7,7,3,6,5,7,8,8,8,7,8,8,9,7,3,7,1,8,1,3,1,1,7,5.974,11.686,16.035,2,1,15.541,15.541,19.202,1,1,27.341,27.341,36.835,1,6,12.982,12.982,13.995,1,2,14.821,14.821,20.249,1,8,44.528,44.528,50.231,1,1,16.304,16.304,19.421,1,5,28.867,28.867,33.486,1,6,30.925,39.404,58.107,2,2,19.166,34.996,38.212,2,6,27.886,48.63,50.988,2,5,33.553,33.553,46.968,1,1,1,2,7,7,3,7,8,3,6,7,7,7,8,7,6,7,4,2,4,8,7,1,13.327,184.995,220.002,11,8,1,"The price of food, including the igredients needed to make pizza is going up, but there's a lot of competition in the market, so prices are held down somewhat.",3,I order pizza delivery from a national chain probably 2-3 times per month.,1,40.978,129.992,181.929,5,8,1,Because there are only a limited number of seats in the stadiums compared to the total number of people interested in watching the games.,4,"I watch multiple games (college and pro) every week of the season -- usually at home, on the tv.",1,672.631,792.893,802.25,11,8,1,They live too far away from where they work and like the convenience and speed of driving.,4,"I don't work outside the home, so I don't drive to work. I drive while running errsnds.",1,33.744,174.447,175.665,5,8,1,The availability of high speed wireless and broadband networks in and outside the home.,4,I watch a lot of sports and follow 4-5 series that I watch each week. I probably watch 40 hours each week.,1,41.037,214.835,252.78,13,8,1,"As it has become easier and cheaper to use, more and more people have accepted it, including people who may have been reluctant to use it before. Also, capabilities of the internet ghave increased, making it more useful (e.g. video streaming).",2,I use both email and internet search on a daily basis.,1,42.237,114.715,168.934,7,8,1,The convenience of not having to make a full pot for people on the go. It's cheaper than going to Starbucks.,3,I drink 4-5 cups of coffee each day. I use a drip brewer.,1,1,4,115000,Christian,White,52,9,1,1,no,cognitive ability and perceptions of naturaness,"There probably was, but I don't know what",no,1,1
0,3,5.733333333,7,6.666666667,6.833333333,4.7,1,1,1,6,7,6,7,4,6,4,4,4,6,6,8,6,6,6,3,7,1,8,1,3,1,1,8,11.671,11.671,12.959,1,1,6.782,6.782,7.871,1,8,21.514,21.514,22.579,1,8,9.052,12.986,14.38,2,2,11.48,11.48,12.806,1,4,18.796,18.796,21.108,1,5,9.053,9.053,9.645,1,5,11.432,11.432,12.41,1,6,22.173,22.173,23.054,1,3,11.014,11.014,12.467,1,1,15.013,15.013,15.787,1,3,4.435,4.435,5.534,1,1,1,3,7,6,7,7,7,6,8,3,8,6,6,7,6,6,7,7,4,8,7,1,9.564,68.907,69.733,5,6,1,The demand and competition,1,I might eat it once a month. I do love a good pizza but I live in a rural area and there isn't much option for delivery or time to get it home warm,1,34.205,50.221,66.29,5,7,1,Finances or time to go,3,I watch every Sunday at home on my TV and rarely attend them live,1,12.835,36.579,37.35,5,7,1,The distance to work,1,I drive to work myself without others,1,32.358,65.852,66.506,5,7,1,Technology,1,"I rarely watch TV, my kids watch it most of the time and I find it unstimulating",1,14.943,39.51,53.131,5,8,1,The ease of it and how much information is out there,1,I use it daily and often. It is my main source of communication with family and with my job,1,6.463,50.101,60.404,6,6,1,It isn't near as wasteful as people would make a whole pot and not drink it all and be wasteful,1,I drink it alot in the winter but not much in the summer time,1,2,4,94000,christian,white,39,2,1,1,no,no idea,unsure,no,1,1
0,6,6.666666667,7,4.666666667,5.833333333,4.7,1,1,1,6,8,7,6,5,6,4,6,7,7,8,8,8,7,7,3,7,1,8,1,3,1,1,7,10.947,10.947,16.782,1,1,30.439,30.439,44.083,1,3,30.558,30.558,33.288,1,6,19.942,19.942,21.406,1,2,20.245,20.245,21.802,1,3,38.981,38.981,41.912,1,5,26.858,42.34,43.779,2,5,30.563,34.258,37.165,2, ,0,0,59.987,0,3,10.088,10.088,11.28,1,8,11.763,15.223,20.025,2,2,19.08,19.08,20.884,1,1,1,4,4,6,8,9,5,5,7,4,5,5,6,5,4,6,5,5,2,8,3,1,491.601,619.154,669.148,5,7,1,Gourmet pizza has been on the rise. Gourmet costs more due to the higher cost of the special ingredients.,1,"I would eat a slice of pizza everyday. On average, I eat pizza at least once a week.",1,76.644,168.595,235.956,5,7,1,"Live games are extremely expensive, annoying to get through the security checkpoints, finding parking is a hassle, the beer and other snacks are ludicrously expensive and the view can only be decent in one shells out a lot of cash. The audience is also subject to the weather if it's an open stadium.",3,I used to watch the Dolphins games at home with my mom when I was young. I stopped watching for a long time because I'm generally just not into sports and the game seems really complicated. I recently got into watching the Bears games because my boyfriend is a big fan and it's fun to watch with him.,1,128.046,277.359,283.306,6,2,1,"Riding your bike along side car drivers can be very dangerous. During certain times of the year, one may get very hot and sweaty trying to ride their bike to work. Many people look down on those who ride their bikes to work. The comfort and convenience of a car can not easily be given up for the fresh air, exercise and environmental benefit of riding a bike.",4,I do not own a car. I do not have the option of driving a car.,1,101.636,222.942,224.814,6,6,1,"Logically, as soon as we were able to take pictures and view them on our phones, audio (music) ought to be at our fingertips for listening, followed closely by audio and video combos.",3,I mostly watch shows and movies on my laptop but I will tune in for my favorite network or cable shows if I happen to be at home to watch them.,1,71.57,306.862,308.7,5,8,1,"Younger generations are more likely to adapt to new technology and as they grow up they quickly become the main users of the internet. Older generations sometimes prefer to use the internet because no matter what someone's schedule, they can always contact someone and expect a reply at that persons most convenient time.",1,I check my email everyday. I typically leave my browser open on a social media website in case someone wishes to chat with me. I enjoy the easy access of search engines even if I'm just looking up the definition of a 'big word' to make sure I'm using it correctly in a sentence.,1,69.457,211.627,218.431,7,5,1,The growth and spread of Starbucks and other such cafe's and coffee shops that specialize in made-to-order/customized brews where one can add or take away a wide variety of ingredients. Coffee manufacturers as well as coffee maker manufacturers have noticed the trend and now offer products that provide the customization that place like Starbucks offers.,4,I don't like coffee at all.,1,2,4,75000,Atheist,Caucasian,26,5,1,1,no,I don't know,It's likely. I don't know.,No,1,1
0,5,3.666666667,9,2.333333333,5.666666667,4.1,1,1,1,5,5,5,2,2,2,2,2,5,5,5,5,2,5,3,3,7,1,8,1,3,1,1,7,2.083,2.083,3.224,1,1,10.737,10.737,11.598,1,5,0.205,0.205,0.883,1,6,1.318,1.318,1.842,1,1,7.04,7.04,7.821,1,3,0.576,1.583,1.892,2,1,1.947,1.947,2.696,1,2,0,0,0.702,0,5,0.798,0.798,1.434,1,2,0,0,0.614,0,2,1.134,1.134,2.09,1,2,0.677,0.677,1.425,1,1,1,5,2,2,2,6,5,5,8,4,5,2,5,7,5,2,5,5,2,8,7,1,29.631,47.192,48.423,5,9,2,"price gouging, corporate greed",1,none.,1,16.008,43.528,46.549,7,1,2,expensive. time consuming.,4,none.,1,13.415,58.13,58.616,6,1,1,"weather, too far to bike, insufficient public transportation options",2,drive once a week for errands. i walk to work.,1,37.304,80.764,81.282,5,9,2,price drops in tech,4,"usually stream online, netflix, hulu etc.",1,79.358,128.127,137.219,7,9,1,"accessibility, necessity",1,daily usage for both.,1,8.463,25.778,26.288,7,5,1,"advertising, novelty.",4,none.,1,2,4,70000,none,white,29,1,1,1,no,not sure,"probably, no idea",n/a,1,1
0,5,6.066666667,5,4,4.5,4.8,1,1,1,5,5,7,5,8,3,9,9,5,6,7,7,5,5,5,3,7,1,8,1,3,1,1,7,19.101,19.101,20.924,1,1,29.488,29.488,32.122,1,5,28.259,28.259,29.757,1,8,26.442,26.442,33.823,1,2,18.028,18.028,21.165,1,4,55.622,55.622,57.347,1,1,38.64,38.64,40.029,1,5,37.479,37.479,39.813,1, ,0,0,60.007,0,3,19.528,19.528,21.279,1,7,13.886,13.886,19.548,1,1,57.06,57.06,58.721,1,1,1,6,4,6,4,7,4,4,5,4,6,7,5,6,5,4,6,6,6,9,6,1,28.919,55.46,57.374,5,3,1,demand,1,once every couple of months,1,25.118,54.092,55.011,5,3,2,the price and availability of tickets,3,never watch it,1,20.148,48.965,60.795,5,3,2,"takes energy, weather permitting /",3,drive to work walk the rest of the time,1,162.596,208.689,210.108,6,4,2,growing technology,4,rarely watch and scheduled programming but watch movies on dvd frequently,1,83.54,146.366,173.854,5,8,1,you almost have to because everything you do requires you to go online.  it's faster and easier for everyone,2,I search the internet and read my email on a daily basis for a majority of the day.,1,25.542,57.244,58.3,5,6,2,to reduce,4,ocassional,1,1,3,20000,christian,white,34,5,1,1,the first few sets of questions the ones that were asking things like why do i think the sky is blue lol,"not really sure, how people think?",yes but not sure what,I enjoyed it... thanks!,1,1
0,3,6.133333333,6.666666667,5.333333333,6,6.05,1,1,1,8,7,5,5,4,6,7,7,8,6,2,8,6,7,6,3,7,1,8,1,1,1,1,7,11.703,11.703,13.034,1,8,9.618,9.618,11.239,1,4,18.184,18.184,19.915,1,8,11.649,14.279,15.38,3,7,21.613,21.613,22.587,1,7,7.151,7.151,8.163,1,5,16.359,16.359,17.134,1,5,23.654,23.654,24.417,1,7,12.384,15.674,16.859,2,2,15.301,15.301,17.695,1,7,8.722,8.722,10.382,1,1,16.196,19.784,21.131,2,1,1,3,6,4,6,2,7,8,4,6,4,6,4,2,7,7,4,4,4,7,6,1,14.933,73.14,90.94,7,5,1,The supply and demand of the people wanting the pizza.,3,We usually have a pizza once every 2 weeks.  Normally 8 slices.,1,31.83,86,86.702,4,8,2,Because most people do not live in a town with a team there.  And there are only so many tickets available.,3,"I watch football on TV, not live, every week.",1,24.552,71.574,76.887,5,5,1,Because more and more people are living outside the city and further away from their jobs.,3,I drive 25 miles to work each day.  5 days a week.,1,6.605,53.377,54.004,6,7,1,Better technology in the household.,3,"I watch about 30-35 hours a week, with most of that being saved to DVR to watch later.",1,30.723,50.883,103.674,4,8,1,The recent spike in fast internet being available to more and more people.,1,I use the internet and e-mail many times a day.  Aprrox 40% of my day is on the internet w/e-mail.,1,6.881,44.987,45.763,5,3,1,The opening up of so many coffee shops in the US.,2,I do not drink coffee.,1,1,4,94000,athiest,white,39,2,1,1,No,Shapes and how they combine to make something,No,No,1,1
0,3,6.533333333,5.666666667,4.333333333,5,5.45,1,1,1,9,6,8,4,4,8,8,9,8,8,1,4,6,7,8,3,7,1,8,1,3,1,1,7,5.611,5.611,10.234,1,8,14.173,15.712,18.903,2,7,18.285,18.285,19.268,1,4,32.213,32.969,36.583,2,2,32.334,33.199,33.997,2,7,12.254,12.254,13.351,1,5,28.226,28.226,28.975,1,5,33.978,33.978,34.732,1,6,31.299,32,32.862,2,7,27.744,27.744,28.796,1,8,30.194,30.194,31.058,1,7,30.276,30.276,31.144,1,1,1,4,4,8,8,3,8,8,8,4,7,7,7,8,7,7,7,4,7,4,3,1,20.281,63.87,64.476,6,1,1,"The toppings are cheap and easy to make, which is why they can sell pizza for such a low price. Also, it's able to feed many people.",3,Maybe once or twice a month.,1,11.774,78.13,78.709,6,9,1,"The cost of attending a game is expensive and it takes more time than necessary. It is usually an entire day, which isn't a good thing.",3,"Every Sunday, I make sure to watch NFL games. Will not miss my team's games at all.",1,9.384,82.535,84.19,5,2,1,"This could be due to the weather and people are working more and sleeping less, which makes it unbearable to ride bike to work.",2,"I rarely drive during the week. When I do, there are other drivers with me.",1,57.717,138.511,139.682,6,7,1,"DVR allows ability to record more shows so you don't miss any. Also, streaming services like Netflix makes it easier to binge watch missed shows.",3,"I mostly use DVR to watch the 4-5 shows each week. During sports season (NBA/NCAAB and Football), the viewing is increased.",1,9.11,73.433,74.438,6,9,1,"More availability of internet, especially with the smartphones and tablets you can get internet access anywhere.",2,"I usually just go onto the usual bookmarks that I have, they consist of forums and such.",1,19.948,47.68,48.825,6,2,1,Its readily available and it's the hip thing to do now.,3,I don't drink coffee.,1,1,4,50000,islam,asian,32,3,2,1,The amount of questions are too many.,Learning about our thoughts on basic things like pizza and cars.,"Yes, I'm not sure what, but there usually is.",Nope,1,1
0,3,7,8.666666667,6.333333333,7.5,5.2,1,1,1,9,1,5,7,9,1,9,1,9,9,9,9,9,9,9,3,7,1,8,1,3,1,1,7,10.22,10.22,13.546,1,8,8.671,26.347,27.639,2,3,19.734,19.734,23.842,1,6,19.689,25.57,26.385,2,5,17.94,17.94,19.155,1,4,18.74,20.367,21.762,2,5,21.768,21.768,26.262,1,6,15.438,15.438,16.438,1,3,23.091,23.091,26.875,1,3,19.15,19.781,23.737,2,1,15.945,15.945,19.891,1,1,10.228,10.228,14.58,1,1,1,1,1,9,1,9,9,1,9,1,5,1,9,9,9,9,9,1,1,9,1,1,13.283,78.979,95.909,5,9,1,the cusmores willing nice to buy and the quality,1,regulary i love pizza at least once a week,1,13.793,85.117,100.015,11,5,1,"Weahter, ticket price, travel ease of watching from a pub or sport bar",3,i dont watch only suberbowl on tv,1,12.167,87.246,88.068,10,5,2,to far to much traffic more convenit for car or bus,1,I walk or my husband drives in car with kids. We also use bus togo into teh city,1,15.802,72.814,73.921,5,9,1,people schedules kids and time,1,i watch my nightly shoows not much in day though,1,41.254,152.131,152.949,5,8,1,"more kids, social media sites and shopping, even work",1,i email more than i write and always use the internet,1,39.342,388.276,389.846,5,9,1,less waste and clean up,1,I cup in the morning and a few at night,1,2,4,48000,Catholic,white,31,6,1,1,no,different things like how miuch time in front of tv,yes probably how we precieve thingss through our daily habits,no,1,1
0,5,5.266666667,6.333333333,3.666666667,5,2.6,1,1,1,6,5,1,7,8,1,7,1,9,5,6,1,7,6,9,3,7,1,2,1,3,1,1,7,8.805,9.269,11.974,2,1,10.896,10.896,11.929,1,5,18.316,18.316,23.652,1,6,6.653,6.653,13.206,1,8,36.482,36.482,38.916,1,7,13.538,13.538,14.5,1,1,38.663,38.663,40.073,1,7,4.777,28.522,29.339,2,1,17.349,17.349,18.063,1,3,19.774,19.774,24.056,1,8,42.429,42.429,44.398,1,5,12.778,12.778,14.019,1,1,1,9,1,1,9,9,6,4,9,1,9,9,9,9,1,1,9,9,9,1,9,1,19.321,107.24,108.002,8,9,1,"Available raw materials, dairy prices, fuel prices, how much profit an establishment deems reasonable.",4,I probably have 4 or 5 pizzas per month.,1,31.179,80.195,81.709,8,1,1,That is the max capacity of the stadium.,4,I watch mostly on mobile devices.,1,14.503,79.663,80.017,10,1,1,"Honestly, I think Americans are very lazy and have become overweight bums.",4,"I try to drive as little as possible, along with the health and environmental benefits, it saves a ton of money!",1,19.663,69.983,108.752,8,1,1,Lowered technology costs. Anyone basically can afford the $150 for a tv. Also people seem to prioritize it so they will find t he money somehow.,4,I watch only the specific programs I want to. I try to watch them either online or through my computer to have the least amount of ads possible.,1,6.018,106.329,119.003,11,9,1,"Lowered cost of entry and ownership. Also it is a necessity for a lot of jobs, programs, and daily life.",2,I use them both many times throughout the day.,1,22.565,48.462,49.103,6,9,2,Laziness.,4,I brew and drink roughly 10 cups per day.,1,1,4,125000,None,Caucasian,29,5,1,1,No /,Peoples opinions based upon their level of problem solving and intuition.,It seems like you wanted to distract people then get to the info you really wanted.,nope,1,1
0,5,6.733333333,7,4.333333333,5.666666667,6.45,1,1,1,7,8,6,2,7,2,6,7,7,8,8,8,8,9,8,3,7,1,8,1,3,1,1,7,5.512,5.512,7.102,1,1,14.137,14.137,14.968,1,3,7.951,7.951,8.795,1,6,7.131,7.131,7.86,1,2,13.892,13.892,14.782,1,6,20.708,20.708,21.516,1,5,30.61,30.61,31.681,1,3,10.311,10.311,12.975,1,3,31.489,31.489,32.275,1,3,17.232,17.232,18.618,1,5,32.129,32.129,32.879,1,2,27.928,27.928,29.281,1,1,1,2,7,6,7,3,9,5,3,7,6,7,8,6,7,8,3,2,7,8,8,1,33.258,79.416,116.474,5,5,2,Restaurant pizza is very expensive because there is always high demand for it.,4,"I probably eat pizza about once a week, usually frozen, grocery store pizza.",1,58.851,130.387,131.571,5,5,1,Tickets can be expensive. Also many people live to far away to go to games all the time.,4,I watch college football.,1,84.852,164.393,196.836,5,3,1,"Is just part of our society. Also, in parts of the country that have cold winters, riding a bike isn't much of an option for about half of the year.",4,I drive when I need to but walk when I can.,1,32.189,142.184,144.231,6,8,1,It's just the course of technology.,4,I usually watch TV at night when going to bed,1,82.891,139.189,140.073,8,8,1,Cheaper and accessible technology.,2,Pretty much every day.,1,4.324,32.247,55.022,5,5,1,People like fresh coffee that's brewed right before drinking it.,4,I drink coffee most mornings.,1,1,3,22000,Catholic,Caucasian,33,3,1,1,No problems,Not sure,"Probably, but I don't know what.",No comments,1,1
0,5,7,8.666666667,7.666666667,8.166666667,6,1,1,1,9,7,9,5,6,5,5,9,7,7,9,5,8,9,5,3,7,1,1,1,3,1,1,7,5.846,8.59,9.02,2,1,6.65,6.65,9.577,1,5,38.267,38.267,39.177,1,4,24.052,24.052,26.62,1,2,28.157,28.157,30.293,1,2,20.237,20.237,24.258,1,6,10.962,10.962,13.795,1,8,17.119,19.073,19.96,2,8,14.234,14.234,16.81,1,3,10.609,10.609,13.953,1,4,8.457,8.457,10.739,1,5,6.496,19.356,20.291,4,1,1,3,5,8,5,5,9,6,5,5,5,7,7,5,7,6,6,5,5,9,5,1,8.864,86.006,86.779,5,8,1,"Consumers market drives up price.  More demand, more money.",1,I have pizza about once a month or once every two months.,1,14.061,33.565,40.437,6,7,1,It's expensive to watch games live.,1,I don't watch football at all.,1,28.032,168.48,173.999,14,9,2,A lot of clothing for work is not suitable for riding a bike.  Also a good portion of people live too far away to ride bike to work.,1,I live in the country...at least 5 miles away from town.  I usually drive.,1,2.787,488.68,490.788,7,9,1,The demand by customers to have such devices.,1,Probably 20 hours a week.,1,5.337,30.439,45.102,5,9,1,Cheaper and easier access.,1,I check my email and use the internet 5 or more times a day.,1,13.518,47.685,48.266,5,7,1,Because there are a lot of people like me who only drink one cup a day.,1,One cup a day.,1,2,1,50000,Christian,White,54,3,1,1,No,Not really sure.,"I would imagine so, but have no idea what?",no,1,1
